streaming_log,FTW,Mok2011QoE,Liu2012QoE,Xue2014QoE,Yin2015QoE,Spiteri2016QoE,Bentaleb2016QoE,SQI,P1203,VideoATLAS,KSQI
0264.csv,2.602,6565.719,245.865,0.219,13010.824,4.18,39.806,60.901,0.823,60.727,75.929
0265.csv,3.657,6849.974,74.199,0.309,3877.56,4.06,77.173,74.184,0.139,60.734,73.976
0266.csv,4.71,6849.974,100.127,0.346,5561.985,4.667,93.64,94.204,-0.329,70.822,95.084
0267.csv,5.2,9019.87,89.938,0.353,4786.703,4.618,93.694,93.857,-0.548,80.056,93.513
0268.csv,5.2,9019.87,12.766,0.339,723.869,2.623,43.787,44.429,1.018,44.159,44.284
0269.csv,5.2,9019.87,20.115,0.34,1061.932,3.082,55.627,56.0,0.958,51.584,55.971
0270.csv,4.577,6565.719,31.623,0.302,1442.484,3.266,61.115,65.184,0.579,62.755,66.376
0271.csv,5.2,9019.87,41.173,0.745,1470.601,3.647,71.566,72.714,0.158,65.698,72.429
0272.csv,5.2,9019.87,101.682,0.759,1587.036,4.289,74.329,75.286,0.161,65.998,75.689
0273.csv,5.2,9019.87,126.332,0.765,6290.871,4.394,74.329,75.286,0.162,70.666,75.689
0274.csv,5.2,9019.87,43.858,0.746,2122.421,3.648,71.661,72.714,0.188,65.698,72.771
0275.csv,5.2,9019.87,80.714,0.76,2334.579,4.061,72.985,74.0,0.176,65.978,74.059
0276.csv,5.2,9019.87,56.712,0.751,2399.981,3.868,72.947,74.0,0.158,66.796,74.059
0277.csv,5.2,9019.87,16.863,0.719,850.566,2.832,54.214,55.143,0.469,50.937,55.26
0278.csv,5.2,9019.87,23.227,0.722,1019.573,3.147,62.946,64.286,0.327,58.373,64.253
0279.csv,5.2,9019.87,27.263,0.744,1212.473,3.265,63.642,64.857,0.328,58.866,64.46
0280.csv,5.2,9019.87,41.173,0.745,1470.601,3.647,76.271,77.286,0.188,69.524,77.661
0281.csv,5.2,9019.87,101.682,0.759,1587.036,4.289,76.9,77.857,0.138,68.053,78.233
0282.csv,5.2,9019.87,126.332,0.765,6290.871,4.394,76.9,77.857,0.127,71.975,78.233
0283.csv,5.2,9019.87,43.849,0.744,1923.573,3.654,75.719,76.714,0.196,69.059,77.09
0284.csv,5.2,9019.87,80.714,0.76,2334.579,4.061,76.595,77.571,0.168,68.968,77.947
0285.csv,5.2,9019.87,56.712,0.751,2399.981,3.868,76.576,77.571,0.182,69.755,77.947
0286.csv,5.2,9019.87,16.863,0.719,850.566,2.832,62.281,63.286,0.42,57.515,63.293
0287.csv,5.2,9019.87,23.227,0.722,1019.573,3.147,70.479,71.857,0.27,64.96,71.614
0288.csv,5.2,9019.87,27.263,0.744,1212.473,3.265,70.47,71.714,0.279,64.837,71.291
0289.csv,5.2,9019.87,41.173,0.745,1470.601,3.647,61.555,62.857,0.527,57.15,62.55
0290.csv,5.2,9019.87,101.682,0.759,1587.036,4.289,67.223,68.429,0.459,60.288,68.121
0291.csv,5.2,9019.87,126.332,0.765,6290.871,4.394,69.471,70.429,0.421,68.03,70.81
0292.csv,5.2,9019.87,43.849,0.744,1923.573,3.654,61.452,62.571,0.593,56.907,62.739
0293.csv,5.2,9019.87,80.714,0.76,2334.579,4.061,65.28,66.429,0.504,59.378,66.191
0294.csv,5.2,9019.87,56.712,0.751,2399.981,3.868,64.927,66.143,0.517,59.982,65.906
0295.csv,5.2,9019.87,16.863,0.719,850.566,2.832,37.996,38.857,0.853,41.761,39.119
0296.csv,5.2,9019.87,23.227,0.722,1019.573,3.147,49.193,50.571,0.696,47.727,50.711
0297.csv,5.2,9019.87,27.263,0.744,1212.473,3.265,49.46,50.714,0.671,47.821,50.267
0298.csv,5.2,9019.87,44.055,0.441,1698.554,3.651,62.309,63.286,0.212,57.515,63.401
0299.csv,5.2,9019.87,94.757,0.476,2880.772,4.206,70.052,71.0,0.194,63.381,70.989
0300.csv,5.2,9019.87,142.576,0.492,7640.731,4.443,72.729,73.571,0.196,69.756,73.904
0301.csv,5.2,9019.87,50.241,0.453,2005.654,3.747,64.062,65.0,0.221,58.99,65.106
0302.csv,5.2,9019.87,85.216,0.474,2660.164,4.105,68.09,69.143,0.193,61.755,68.857
0303.csv,5.2,9019.87,64.598,0.459,2618.694,3.941,66.833,67.857,0.192,61.477,67.846
0304.csv,5.2,9019.87,16.895,0.428,788.794,2.792,42.405,43.286,0.666,43.6,43.103
0305.csv,5.2,9019.87,24.49,0.423,1322.476,3.154,54.253,55.0,0.252,50.831,55.326
0306.csv,5.2,9019.87,30.134,0.423,1522.677,3.334,57.949,58.714,0.211,53.713,58.896
0307.csv,5.2,9019.87,44.055,0.441,1698.554,3.651,72.7,73.714,0.23,66.553,73.709
0308.csv,5.2,9019.87,94.757,0.476,2880.772,4.206,77.776,78.714,0.191,69.891,79.02
0309.csv,5.2,9019.87,163.73,0.5,8400.729,4.561,78.681,79.571,0.16,75.413,79.877
0310.csv,5.2,9019.87,50.241,0.453,2005.654,3.747,74.147,75.143,0.233,67.758,75.104
0311.csv,5.2,9019.87,85.216,0.474,2660.164,4.105,76.433,77.429,0.199,68.851,77.39
0312.csv,5.2,9019.87,64.598,0.459,2618.694,3.941,75.966,77.0,0.215,69.292,76.961
0313.csv,5.2,9019.87,16.895,0.428,788.794,2.792,52.252,53.286,0.586,49.582,52.996
0314.csv,5.2,9019.87,24.49,0.423,1322.476,3.154,66.262,67.143,0.195,60.853,67.476
0315.csv,5.2,9019.87,30.134,0.423,1522.677,3.334,69.424,70.286,0.144,63.597,70.624
0316.csv,5.2,9019.87,44.055,0.441,1698.554,3.651,57.662,58.571,0.512,53.598,58.631
0317.csv,5.2,9019.87,94.757,0.476,2880.772,4.206,65.633,66.571,0.444,59.503,66.501
0318.csv,5.2,9019.87,163.73,0.5,8400.729,4.561,70.482,71.286,0.42,71.969,71.56
0319.csv,5.2,9019.87,50.241,0.453,2005.654,3.747,58.72,59.571,0.581,54.407,59.677
0320.csv,5.2,9019.87,85.216,0.474,2660.164,4.105,63.385,64.429,0.49,57.643,63.904
0321.csv,5.2,9019.87,64.598,0.459,2618.694,3.941,61.719,62.714,0.523,57.028,62.539
0322.csv,5.2,9019.87,16.895,0.428,788.794,2.792,37.339,38.143,0.919,41.514,38.084
0323.csv,5.2,9019.87,24.49,0.423,1322.476,3.154,49.521,50.143,0.609,47.449,50.423
0324.csv,5.2,9019.87,30.134,0.423,1522.677,3.334,53.683,54.286,0.472,50.304,54.56
0325.csv,5.2,9019.87,46.003,0.503,1239.377,3.571,76.853,77.714,0.274,69.87,77.629
0326.csv,5.2,9019.87,96.688,0.526,2662.724,4.141,80.215,81.0,0.213,71.673,81.209
0327.csv,5.2,9019.87,163.476,0.543,8224.351,4.463,80.834,81.571,0.216,76.119,81.78
0328.csv,5.2,9019.87,52.421,0.519,2028.53,3.68,78.301,79.143,0.232,71.003,79.007
0329.csv,5.2,9019.87,82.075,0.529,4191.809,4.021,80.539,81.286,0.212,72.637,81.494
0330.csv,5.2,9019.87,64.954,0.515,2345.427,3.846,79.139,80.0,0.212,71.666,79.864
0331.csv,5.2,9019.87,18.645,0.489,824.179,2.8,66.691,67.571,0.652,61.228,67.431
0332.csv,5.2,9019.87,26.778,0.489,689.46,3.18,70.86,72.143,0.503,65.207,71.597
0333.csv,5.2,9019.87,31.044,0.497,769.143,3.286,73.681,74.714,0.371,67.399,74.354
0334.csv,5.2,9019.87,46.003,0.503,1239.377,3.571,83.282,84.0,0.24,74.576,84.197
0335.csv,5.2,9019.87,96.688,0.526,2662.724,4.141,85.035,85.714,0.17,75.021,85.911
0336.csv,5.2,9019.87,163.476,0.543,8224.351,4.463,85.035,85.714,0.165,77.383,85.911
0337.csv,5.2,9019.87,52.421,0.519,2028.53,3.68,84.158,84.857,0.258,75.154,85.054
0338.csv,5.2,9019.87,82.075,0.529,4191.809,4.021,85.035,85.714,0.161,75.715,85.911
0339.csv,5.2,9019.87,64.954,0.515,2345.427,3.846,84.587,85.286,0.207,75.437,85.483
0340.csv,5.2,9019.87,18.645,0.489,824.179,2.8,75.339,76.143,0.596,68.589,75.939
0341.csv,5.2,9019.87,26.778,0.489,689.46,3.18,79.509,80.571,0.443,72.101,80.15
0342.csv,5.2,9019.87,31.044,0.497,769.143,3.286,81.729,82.571,0.329,73.575,82.424
0343.csv,5.2,9019.87,46.003,0.503,1239.377,3.571,73.405,74.286,0.566,67.038,73.85
0344.csv,5.2,9019.87,98.017,0.533,3282.019,4.137,78.873,79.571,0.484,70.569,79.69
0345.csv,5.2,9019.87,163.476,0.543,8224.351,4.463,80.216,80.857,0.454,75.873,80.976
0346.csv,5.2,9019.87,52.421,0.519,2028.53,3.68,75.044,75.857,0.619,68.353,75.631
0347.csv,5.2,9019.87,82.075,0.529,4191.809,4.021,78.93,79.571,0.467,71.336,79.69
0348.csv,5.2,9019.87,64.954,0.515,2345.427,3.846,76.31,77.143,0.551,69.408,76.917
0349.csv,5.2,9019.87,18.645,0.489,824.179,2.8,61.044,61.857,0.819,56.303,61.551
0350.csv,5.2,9019.87,26.778,0.489,689.46,3.18,66.47,67.714,0.797,61.352,67.104
0351.csv,5.2,9019.87,31.044,0.497,769.143,3.286,69.061,70.143,0.724,63.473,69.313
0352.csv,5.2,9019.87,46.393,0.614,2017.976,3.647,75.634,76.429,0.214,68.825,76.279
0353.csv,5.2,9019.87,96.127,0.613,3321.058,4.194,77.672,78.429,0.202,69.662,78.623
0354.csv,5.2,9019.87,159.536,0.6,8316.454,4.503,78.406,79.143,0.205,75.254,79.337
0355.csv,5.2,9019.87,48.967,0.624,2073.982,3.688,75.482,76.286,0.233,68.707,76.48
0356.csv,5.2,9019.87,82.491,0.618,2121.524,4.084,76.777,77.571,0.202,68.968,77.421
0357.csv,4.598,6565.719,71.682,0.543,790.03,3.462,52.655,54.385,0.758,55.671,54.0
0358.csv,5.2,9019.87,17.588,0.636,676.343,2.875,63.719,64.714,0.554,58.743,64.247
0359.csv,5.2,9019.87,25.61,0.625,1291.662,3.183,71.968,72.714,0.286,65.698,72.694
0360.csv,5.2,9019.87,31.309,0.619,1278.808,3.36,73.158,74.0,0.257,66.796,73.85
0361.csv,5.2,9019.87,46.393,0.614,2017.976,3.647,82.663,83.429,0.229,74.181,83.626
0362.csv,5.2,9019.87,96.127,0.613,3321.058,4.194,83.415,84.143,0.194,73.96,84.34
0363.csv,5.2,9019.87,159.536,0.6,8316.454,4.503,83.415,84.143,0.153,76.937,84.34
0364.csv,5.2,9019.87,48.967,0.624,2073.982,3.688,82.52,83.286,0.228,74.081,83.483
0365.csv,5.2,9019.87,82.491,0.618,2121.524,4.084,83.111,83.857,0.191,73.761,84.054
0366.csv,5.2,9019.87,64.163,0.619,2391.634,3.908,83.091,83.857,0.207,74.478,84.054
0367.csv,5.2,9019.87,17.588,0.636,676.343,2.875,73.843,74.857,0.502,67.519,74.366
0368.csv,5.2,9019.87,25.61,0.625,1291.662,3.183,80.644,81.429,0.218,72.743,81.626
0369.csv,5.2,9019.87,31.309,0.619,1278.808,3.36,81.463,82.286,0.227,73.369,82.139
0370.csv,5.2,9019.87,46.393,0.614,2017.976,3.647,66.148,67.0,0.492,60.729,67.061
0371.csv,5.2,9019.87,96.127,0.613,3321.058,4.194,70.529,71.429,0.457,63.755,71.703
0372.csv,5.2,9019.87,159.536,0.6,8316.454,4.503,72.929,73.714,0.427,73.05,73.989
0373.csv,5.2,9019.87,48.967,0.624,2073.982,3.688,65.281,66.143,0.585,59.982,66.203
0374.csv,5.2,9019.87,82.491,0.618,2121.524,4.084,68.424,69.429,0.511,62.005,69.084
0375.csv,5.2,9019.87,64.163,0.619,2391.634,3.908,67.738,68.714,0.529,62.226,68.774
0376.csv,5.2,9019.87,17.588,0.636,676.343,2.875,47.089,48.286,0.882,46.293,47.847
0377.csv,5.2,9019.87,25.61,0.625,1291.662,3.183,59.491,60.286,0.6,54.993,60.411
0378.csv,5.2,9019.87,31.309,0.619,1278.808,3.36,61.767,62.714,0.526,57.028,62.544
0379.csv,5.2,9019.87,50.531,0.433,2202.216,3.736,69.147,70.143,0.205,63.473,70.131
0380.csv,5.2,9019.87,106.84,0.467,3099.258,4.28,71.222,72.571,0.231,63.762,72.259
0381.csv,5.2,9019.87,178.319,0.483,9192.367,4.611,75.643,76.571,0.189,74.251,76.877
0382.csv,5.2,9019.87,58.57,0.441,1803.881,3.874,69.117,70.429,0.228,63.721,70.116
0383.csv,5.2,9019.87,86.194,0.458,1862.031,4.142,71.908,73.143,0.184,65.242,72.83
0384.csv,5.2,9019.87,70.948,0.449,965.249,3.91,63.839,65.571,0.438,58.632,65.001
0385.csv,5.2,9019.87,21.11,0.416,861.87,2.99,50.747,51.857,0.558,48.586,51.901
0386.csv,5.2,9019.87,25.75,0.422,1306.044,3.193,58.614,59.714,0.266,54.524,59.589
0387.csv,5.2,9019.87,32.184,0.419,1128.877,3.413,59.364,60.857,0.443,55.467,60.461
0388.csv,5.2,9019.87,48.965,0.427,1965.69,3.721,75.976,77.0,0.208,69.292,76.963
0389.csv,5.2,9019.87,106.84,0.467,3099.258,4.28,77.147,78.286,0.213,68.388,78.237
0390.csv,5.2,9019.87,178.319,0.483,9192.367,4.611,79.062,80.0,0.151,75.569,80.296
0391.csv,5.2,9019.87,56.268,0.449,2219.656,3.819,76.528,77.571,0.227,69.755,77.523
0392.csv,5.2,9019.87,86.194,0.458,1862.031,4.142,77.957,79.0,0.201,70.118,78.951
0393.csv,5.2,9019.87,70.948,0.449,965.249,3.91,71.43,73.0,0.416,65.118,72.497
0394.csv,5.2,9019.87,21.11,0.416,861.87,2.99,62.051,63.286,0.499,57.515,62.896
0395.csv,5.2,9019.87,25.75,0.422,1306.044,3.193,69.718,70.857,0.203,64.094,70.546
0396.csv,5.2,9019.87,32.184,0.419,1128.877,3.413,69.354,70.857,0.406,64.094,70.366
0397.csv,5.2,9019.87,50.531,0.433,2202.216,3.736,64.167,65.0,0.48,58.99,65.11
0398.csv,5.2,9019.87,178.319,0.483,9192.367,4.611,73.882,74.714,0.422,73.48,74.974
0399.csv,5.2,9019.87,178.319,0.483,9192.367,4.611,73.882,74.714,0.422,73.48,74.974
0400.csv,5.2,9019.87,56.268,0.449,2219.656,3.819,64.005,65.0,0.588,58.99,64.801
0401.csv,5.2,9019.87,86.194,0.458,1862.031,4.142,66.871,68.0,0.51,60.753,67.641
0402.csv,5.2,9019.87,70.948,0.449,965.249,3.91,59.145,60.714,0.67,54.502,60.057
0403.csv,5.2,9019.87,21.11,0.416,861.87,2.99,46.062,47.0,0.878,45.54,46.993
0404.csv,5.2,9019.87,25.75,0.422,1306.044,3.193,53.338,54.286,0.654,50.304,54.257
0405.csv,5.2,9019.87,32.184,0.419,1128.877,3.413,54.756,56.0,0.65,51.584,55.654
0406.csv,5.2,9019.87,41.022,0.337,1428.941,3.629,71.823,72.857,0.157,65.821,72.857
0407.csv,5.2,9019.87,89.168,0.339,3880.147,4.183,74.614,75.571,0.159,67.311,75.916
0408.csv,5.2,9019.87,129.142,0.34,6144.798,4.429,74.614,75.571,0.162,70.815,75.916
0409.csv,5.2,9019.87,45.87,0.338,2142.903,3.693,73.329,74.286,0.184,67.038,74.624
0410.csv,5.2,9019.87,81.657,0.339,1583.492,4.083,73.7,74.714,0.175,66.587,74.714
0411.csv,5.2,9019.87,57.298,0.339,2762.981,3.867,74.614,75.571,0.157,68.116,75.916
0412.csv,5.2,9019.87,16.806,0.335,673.051,2.831,52.813,54.0,0.562,50.095,53.533
0413.csv,5.2,9019.87,22.637,0.336,754.605,3.135,59.963,61.714,0.454,56.183,61.063
0414.csv,5.2,9019.87,27.26,0.336,828.394,3.3,62.869,64.286,0.358,58.373,63.481
0415.csv,5.2,9019.87,42.122,0.337,1640.878,3.627,76.738,77.714,0.154,69.87,78.09
0416.csv,5.2,9019.87,89.168,0.339,3880.147,4.183,77.186,78.143,0.131,69.432,78.519
0417.csv,5.2,9019.87,129.142,0.34,6144.798,4.429,77.186,78.143,0.125,72.116,78.519
0418.csv,5.2,9019.87,45.87,0.338,2142.903,3.693,76.471,77.429,0.164,69.64,77.804
0419.csv,5.2,9019.87,81.657,0.339,1583.492,4.083,77.033,78.0,0.157,69.316,78.376
0420.csv,5.2,9019.87,57.298,0.339,2762.981,3.867,77.186,78.143,0.162,70.213,78.519
0421.csv,5.2,9019.87,16.806,0.335,673.051,2.831,60.346,61.571,0.497,56.063,61.124
0422.csv,5.2,9019.87,22.637,0.336,754.605,3.135,66.857,68.714,0.398,62.226,68.029
0423.csv,5.2,9019.87,27.26,0.336,828.394,3.3,70.355,71.714,0.308,64.837,70.947
0424.csv,5.2,9019.87,42.122,0.337,1640.878,3.627,62.814,63.857,0.525,58.005,63.894
0425.csv,5.2,9019.87,89.168,0.339,3880.147,4.183,68.843,69.857,0.43,62.381,70.239
0426.csv,5.2,9019.87,129.142,0.34,6144.798,4.429,70.043,71.0,0.414,68.349,71.381
0427.csv,5.2,9019.87,45.87,0.338,2142.903,3.693,64.329,65.286,0.494,59.237,65.667
0428.csv,5.2,9019.87,81.657,0.339,1583.492,4.083,65.385,66.571,0.492,59.503,66.334
0429.csv,5.2,9019.87,57.298,0.339,2762.981,3.867,67.005,68.0,0.421,61.602,68.381
0430.csv,5.2,9019.87,16.806,0.335,673.051,2.831,34.775,36.0,0.927,40.856,35.577
0431.csv,5.2,9019.87,22.637,0.336,754.605,3.135,44.914,46.857,0.735,45.459,46.416
0432.csv,5.2,9019.87,27.26,0.336,828.394,3.3,48.106,49.714,0.761,47.175,48.821
0433.csv,5.2,9019.87,44.462,0.349,1916.326,3.657,73.186,74.143,0.209,66.917,74.04
0434.csv,5.2,9019.87,97.726,0.351,2440.739,4.248,76.852,77.857,0.192,69.2,77.754
0435.csv,5.2,9019.87,144.818,0.355,7774.817,4.47,78.748,79.571,0.194,72.803,79.813
0436.csv,5.2,9019.87,47.978,0.348,2169.087,3.711,73.71,74.571,0.217,67.279,74.813
0437.csv,5.2,9019.87,83.023,0.351,2135.7,4.113,76.052,77.0,0.191,68.5,76.897
0438.csv,5.2,9019.87,66.355,0.35,2716.84,3.936,75.176,76.143,0.212,68.589,76.04
0439.csv,5.2,9019.87,16.948,0.341,787.085,2.784,51.738,52.714,0.663,49.179,52.347
0440.csv,5.2,9019.87,23.544,0.343,1045.842,3.151,62.146,63.429,0.388,57.638,62.79
0441.csv,5.2,9019.87,28.745,0.345,1258.616,3.322,66.966,68.0,0.275,61.602,67.813
0442.csv,5.2,9019.87,45.756,0.349,2111.628,3.673,80.548,81.429,0.217,72.743,81.674
0443.csv,5.2,9019.87,97.726,0.351,2440.739,4.248,81.691,82.571,0.184,72.842,82.817
0444.csv,5.2,9019.87,144.818,0.355,7774.817,4.47,82.177,83.0,0.157,74.332,83.246
0445.csv,5.2,9019.87,47.978,0.348,2169.087,3.711,80.996,81.857,0.226,73.058,82.103
0446.csv,5.2,9019.87,83.023,0.351,2135.7,4.113,81.72,82.571,0.189,72.842,82.817
0447.csv,5.2,9019.87,66.355,0.35,2716.84,3.936,80.71,81.571,0.224,72.848,81.817
0448.csv,5.2,9019.87,16.948,0.341,787.085,2.784,61.538,62.571,0.595,56.907,62.027
0449.csv,5.2,9019.87,23.544,0.343,1045.842,3.151,72.717,74.0,0.323,66.796,73.283
0450.csv,5.2,9019.87,28.745,0.345,1258.616,3.322,76.719,77.714,0.206,69.87,77.271
0451.csv,5.2,9019.87,44.462,0.349,1916.326,3.657,65.919,66.857,0.493,60.604,66.917
0452.csv,5.2,9019.87,97.726,0.351,2440.739,4.248,70.994,72.143,0.507,64.376,71.79
0453.csv,5.2,9019.87,144.818,0.355,7774.817,4.47,74.586,75.429,0.421,70.741,75.694
0454.csv,5.2,9019.87,47.978,0.348,2169.087,3.711,65.824,66.714,0.573,60.48,66.76
0455.csv,5.2,9019.87,83.023,0.351,2135.7,4.113,69.671,70.714,0.478,63.131,70.361
0456.csv,5.2,9019.87,66.355,0.35,2716.84,3.936,68.928,70.0,0.519,63.348,69.656
0457.csv,5.2,9019.87,16.948,0.341,787.085,2.784,42.5,43.429,0.918,43.668,43.204
0458.csv,5.2,9019.87,23.544,0.343,1045.842,3.151,52.622,53.857,0.758,49.992,53.624
0459.csv,5.2,9019.87,28.745,0.345,1258.616,3.322,58.462,59.429,0.586,54.291,59.406
0460.csv,5.2,9019.87,46.566,0.369,1589.922,3.579,83.463,84.143,0.232,74.673,84.277
0461.csv,5.2,9019.87,122.134,0.375,3475.72,4.286,84.768,85.429,0.212,74.278,85.567
0462.csv,5.2,9019.87,167.281,0.377,8633.949,4.457,84.768,85.429,0.214,77.305,85.567
0463.csv,5.2,9019.87,53.448,0.37,1585.106,3.68,83.406,84.143,0.273,74.673,84.281
0464.csv,5.2,9019.87,106.704,0.374,4837.604,4.156,84.768,85.429,0.212,75.223,85.567
0465.csv,5.2,9019.87,71.567,0.372,2442.308,3.913,84.463,85.143,0.211,75.343,85.281
0466.csv,5.2,9019.87,19.759,0.363,888.86,2.847,74.396,75.286,0.676,67.878,75.106
0467.csv,5.2,9019.87,26.241,0.365,896.414,3.175,79.852,80.857,0.468,72.317,80.373
0468.csv,5.2,9019.87,31.308,0.365,1080.335,3.301,82.549,83.286,0.29,74.081,83.42
0469.csv,5.2,9019.87,46.566,0.369,1589.922,3.579,87.264,87.857,0.21,77.036,87.996
0470.csv,5.2,9019.87,122.134,0.375,3475.72,4.286,87.978,88.571,0.17,76.014,88.71
0471.csv,5.2,9019.87,167.281,0.377,8633.949,4.457,87.978,88.571,0.164,78.081,88.71
0472.csv,5.2,9019.87,53.448,0.37,1585.106,3.68,87.835,88.429,0.273,77.368,88.567
0473.csv,5.2,9019.87,106.704,0.374,4837.604,4.156,87.978,88.571,0.161,77.013,88.71
0474.csv,5.2,9019.87,71.567,0.372,2442.308,3.913,87.978,88.571,0.19,77.45,88.71
0475.csv,5.2,9019.87,19.759,0.363,888.86,2.847,81.311,82.0,0.607,73.162,82.119
0476.csv,5.2,9019.87,26.241,0.365,896.414,3.175,85.825,86.571,0.417,76.258,86.366
0477.csv,5.2,9019.87,31.308,0.365,1080.335,3.301,87.264,87.857,0.249,77.036,87.996
0478.csv,5.2,9019.87,46.566,0.369,1589.922,3.579,79.825,80.571,0.542,72.101,80.346
0479.csv,5.2,9019.87,99.787,0.374,2958.441,4.154,82.33,83.0,0.497,73.152,83.119
0480.csv,5.2,9019.87,167.281,0.377,8633.949,4.457,82.654,83.286,0.461,76.676,83.404
0481.csv,5.2,9019.87,53.448,0.37,1585.106,3.68,78.977,79.857,0.732,71.557,79.631
0482.csv,5.2,9019.87,106.704,0.374,4837.604,4.156,82.654,83.286,0.472,73.868,83.404
0483.csv,5.2,9019.87,71.567,0.372,2442.308,3.913,81.377,82.143,0.569,73.266,81.917
0484.csv,5.2,9019.87,19.759,0.363,888.86,2.847,66.566,67.571,0.782,61.228,66.964
0485.csv,5.2,9019.87,26.241,0.365,896.414,3.175,73.375,74.571,0.72,67.279,73.891
0486.csv,5.2,9019.87,31.308,0.365,1080.335,3.301,76.853,77.714,0.604,69.87,77.144
0487.csv,5.2,9019.87,45.531,0.342,2058.241,3.618,80.234,81.0,0.231,72.424,81.194
0488.csv,4.708,6565.719,110.049,0.343,2796.468,4.255,80.154,81.708,0.352,64.831,82.326
0489.csv,5.2,9019.87,160.377,0.35,8556.772,4.483,81.749,82.429,0.217,76.403,82.611
0490.csv,5.2,9019.87,51.828,0.342,2317.966,3.707,79.663,80.429,0.233,71.993,80.611
0491.csv,5.2,9019.87,81.847,0.345,4513.81,4.042,81.32,82.0,0.197,73.162,82.183
0492.csv,5.2,9019.87,68.398,0.345,2743.658,3.93,80.51,81.286,0.212,72.637,81.469
0493.csv,5.2,9019.87,19.672,0.341,1090.109,2.905,71.292,71.857,0.427,64.96,72.05
0494.csv,5.2,9019.87,25.151,0.34,903.696,3.196,74.033,75.0,0.403,67.639,74.576
0495.csv,5.2,9019.87,29.862,0.341,1148.184,3.32,76.129,77.0,0.337,69.292,76.231
0496.csv,5.2,9019.87,45.531,0.342,2058.241,3.618,85.787,86.429,0.225,76.169,86.567
0497.csv,4.213,6849.974,103.256,0.328,3106.832,4.038,79.5,81.305,0.499,60.959,82.087
0498.csv,5.2,9019.87,160.377,0.35,8556.772,4.483,85.93,86.571,0.165,77.608,86.71
0499.csv,5.2,9019.87,51.828,0.342,2317.966,3.707,85.502,86.143,0.246,75.989,86.281
0500.csv,5.2,9019.87,81.847,0.345,4513.81,4.042,85.93,86.571,0.161,76.258,86.71
0501.csv,5.2,9019.87,68.398,0.345,2743.658,3.93,85.93,86.571,0.19,76.258,86.71
0502.csv,5.2,9019.87,17.783,0.341,955.219,2.841,79.73,80.429,0.444,71.993,80.223
0503.csv,5.2,9019.87,25.151,0.34,903.696,3.196,82.957,83.857,0.336,74.478,83.651
0504.csv,5.2,9019.87,29.862,0.341,1148.184,3.32,83.958,84.714,0.3,75.059,84.509
0505.csv,5.2,9019.87,45.531,0.342,2058.241,3.618,70.119,71.0,0.493,64.218,70.93
0506.csv,4.707,6565.719,110.033,0.342,2793.652,4.253,73.255,75.147,0.576,61.322,75.501
0507.csv,5.2,9019.87,160.377,0.35,8556.772,4.483,76.501,77.286,0.436,74.538,77.56
0508.csv,5.2,9019.87,51.828,0.342,2317.966,3.707,69.119,70.0,0.59,63.348,69.93
0509.csv,5.2,9019.87,81.847,0.345,4513.81,4.042,74.253,75.0,0.445,67.639,75.274
0510.csv,5.2,9019.87,68.398,0.345,2743.658,3.93,72.005,73.0,0.53,65.943,72.93
0511.csv,5.2,9019.87,17.783,0.341,955.219,2.841,52.425,53.143,0.829,49.481,53.087
0512.csv,5.2,9019.87,25.151,0.34,903.696,3.196,59.327,60.571,0.756,55.23,60.024
0513.csv,5.2,9019.87,29.862,0.341,1148.184,3.32,63.204,64.286,0.616,58.373,63.597
0514.csv,5.2,9019.87,53.634,0.35,2710.945,3.761,77.967,78.857,0.201,70.779,79.163
0515.csv,5.2,9019.87,113.118,0.353,3570.788,4.373,79.234,80.143,0.182,69.809,80.449
0516.csv,5.2,9019.87,168.027,0.355,8176.63,4.53,79.558,80.429,0.184,73.202,80.734
0517.csv,5.2,9019.87,57.556,0.346,546.73,3.681,64.933,66.857,0.548,59.752,66.327
0518.csv,5.2,9019.87,95.701,0.351,2425.483,4.23,79.234,80.143,0.181,71.015,80.449
0519.csv,5.2,9019.87,73.82,0.349,1282.7,4.009,74.488,75.857,0.328,67.551,75.364
0520.csv,5.2,9019.87,18.571,0.342,939.533,2.886,60.698,62.0,0.53,56.424,61.474
0521.csv,5.2,9019.87,28.285,0.345,1292.029,3.272,70.432,71.571,0.354,64.713,71.319
0522.csv,4.695,6565.719,33.411,0.338,1361.381,3.398,72.135,75.011,0.404,62.209,75.819
0523.csv,5.2,9019.87,53.634,0.35,2710.945,3.761,81.262,82.143,0.179,73.266,82.439
0524.csv,5.2,9019.87,113.118,0.353,3570.788,4.373,82.119,83.0,0.174,71.88,83.296
0525.csv,5.2,9019.87,168.027,0.355,8176.63,4.53,82.119,83.0,0.131,74.332,83.296
0526.csv,5.2,9019.87,61.218,0.349,2169.269,3.894,81.405,82.286,0.229,73.369,82.581
0527.csv,5.2,9019.87,98.845,0.352,2900.192,4.255,82.119,83.0,0.158,73.152,83.296
0528.csv,5.2,9019.87,73.82,0.349,1282.7,4.009,79.709,80.857,0.326,71.564,80.809
0529.csv,5.2,9019.87,18.571,0.342,939.533,2.886,69.251,70.571,0.464,63.846,69.977
0530.csv,5.2,9019.87,28.285,0.345,1292.029,3.272,77.785,78.857,0.278,70.779,78.809
0531.csv,4.696,6565.719,33.434,0.339,1365.76,3.401,77.59,80.277,0.36,65.341,81.439
